Столбец1;Столбец2;Столбец3;Столбец4;Столбец5;Столбец6;Столбец7;Столбец8;Столбец9;Столбец10;Столбец11;Столбец12;score
'min_child_weight': 2.0; 'n_estimators': 390.0; 'silent': 1; 'nthread': 6; 'gamma': 0.6000000000000001; 'max_depth': 4; 'eta': 0.5; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.6000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5358166189111748
'min_child_weight': 5.0; 'n_estimators': 294.0; 'silent': 1; 'nthread': 6; 'gamma': 0.65; 'max_depth': 5; 'eta': 0.47500000000000003; 'subsample': 0.8500000000000001; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5348615090735435
'min_child_weight': 5.0; 'n_estimators': 501.0; 'silent': 1; 'nthread': 6; 'gamma': 0.9; 'max_depth': 10; 'eta': 0.47500000000000003; 'subsample': 0.9; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5348615090735435
'min_child_weight': 1.0; 'n_estimators': 625.0; 'silent': 1; 'nthread': 6; 'gamma': 0.65; 'max_depth': 13; 'eta': 0.5; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.7000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5348615090735435
'min_child_weight': 2.0; 'n_estimators': 469.0; 'silent': 1; 'nthread': 6; 'gamma': 0.7000000000000001; 'max_depth': 12; 'eta': 0.375; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.7000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5348615090735435
'min_child_weight': 3.0; 'n_estimators': 202.0; 'silent': 1; 'nthread': 6; 'gamma': 0.75; 'max_depth': 11; 'eta': 0.47500000000000003; 'subsample': 0.6000000000000001; 'num_class': 5; 'colsample_bytree': 0.8500000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5348615090735435
'min_child_weight': 1.0; 'n_estimators': 637.0; 'silent': 1; 'nthread': 6; 'gamma': 0.6000000000000001; 'max_depth': 11; 'eta': 0.5; 'subsample': 1.0; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5339063992359121
'min_child_weight': 1.0; 'n_estimators': 400.0; 'silent': 1; 'nthread': 6; 'gamma': 0.5; 'max_depth': 11; 'eta': 0.45; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.6000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5339063992359121
'min_child_weight': 1.0; 'n_estimators': 746.0; 'silent': 1; 'nthread': 6; 'gamma': 0.65; 'max_depth': 1; 'eta': 0.30000000000000004; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.7000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5339063992359121
'min_child_weight': 1.0; 'n_estimators': 519.0; 'silent': 1; 'nthread': 6; 'gamma': 0.55; 'max_depth': 2; 'eta': 0.45; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5339063992359121
'min_child_weight': 3.0; 'n_estimators': 495.0; 'silent': 1; 'nthread': 6; 'gamma': 1.0; 'max_depth': 4; 'eta': 0.4; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.5; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5339063992359121
'min_child_weight': 5.0; 'n_estimators': 659.0; 'silent': 1; 'nthread': 6; 'gamma': 0.5; 'max_depth': 11; 'eta': 0.45; 'subsample': 0.6000000000000001; 'num_class': 5; 'colsample_bytree': 0.5; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5329512893982808
'min_child_weight': 1.0; 'n_estimators': 532.0; 'silent': 1; 'nthread': 6; 'gamma': 0.6000000000000001; 'max_depth': 11; 'eta': 0.4; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.5; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5329512893982808
'min_child_weight': 1.0; 'n_estimators': 356.0; 'silent': 1; 'nthread': 6; 'gamma': 0.6000000000000001; 'max_depth': 11; 'eta': 0.47500000000000003; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5329512893982808
'min_child_weight': 2.0; 'n_estimators': 418.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8; 'max_depth': 12; 'eta': 0.42500000000000004; 'subsample': 0.6000000000000001; 'num_class': 5; 'colsample_bytree': 0.5; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5329512893982808
'min_child_weight': 1.0; 'n_estimators': 471.0; 'silent': 1; 'nthread': 6; 'gamma': 0.5; 'max_depth': 11; 'eta': 0.45; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.6000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5319961795606495
'min_child_weight': 2.0; 'n_estimators': 389.0; 'silent': 1; 'nthread': 6; 'gamma': 0.55; 'max_depth': 10; 'eta': 0.47500000000000003; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.6000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5319961795606495
'min_child_weight': 2.0; 'n_estimators': 410.0; 'silent': 1; 'nthread': 6; 'gamma': 0.5; 'max_depth': 7; 'eta': 0.42500000000000004; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.5; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5319961795606495
'min_child_weight': 2.0; 'n_estimators': 242.0; 'silent': 1; 'nthread': 6; 'gamma': 0.9; 'max_depth': 9; 'eta': 0.5; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.5; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5319961795606495
'min_child_weight': 1.0; 'n_estimators': 320.0; 'silent': 1; 'nthread': 6; 'gamma': 0.9; 'max_depth': 13; 'eta': 0.45; 'subsample': 0.65; 'num_class': 5; 'colsample_bytree': 0.55; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5319961795606495
'min_child_weight': 1.0; 'n_estimators': 348.0; 'silent': 1; 'nthread': 6; 'gamma': 0.6000000000000001; 'max_depth': 8; 'eta': 0.4; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5310410697230181
'min_child_weight': 2.0; 'n_estimators': 490.0; 'silent': 1; 'nthread': 6; 'gamma': 0.5; 'max_depth': 4; 'eta': 0.42500000000000004; 'subsample': 0.6000000000000001; 'num_class': 5; 'colsample_bytree': 0.75; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5310410697230181
'min_child_weight': 5.0; 'n_estimators': 101.0; 'silent': 1; 'nthread': 6; 'gamma': 0.7000000000000001; 'max_depth': 9; 'eta': 0.47500000000000003; 'subsample': 0.65; 'num_class': 5; 'colsample_bytree': 0.8; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5310410697230181
'min_child_weight': 3.0; 'n_estimators': 413.0; 'silent': 1; 'nthread': 6; 'gamma': 0.9; 'max_depth': 10; 'eta': 0.42500000000000004; 'subsample': 0.65; 'num_class': 5; 'colsample_bytree': 0.8500000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5310410697230181
'min_child_weight': 2.0; 'n_estimators': 236.0; 'silent': 1; 'nthread': 6; 'gamma': 0.75; 'max_depth': 11; 'eta': 0.42500000000000004; 'subsample': 0.8; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5300859598853869
'min_child_weight': 1.0; 'n_estimators': 439.0; 'silent': 1; 'nthread': 6; 'gamma': 0.55; 'max_depth': 11; 'eta': 0.47500000000000003; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.55; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5300859598853869
'min_child_weight': 2.0; 'n_estimators': 357.0; 'silent': 1; 'nthread': 6; 'gamma': 0.65; 'max_depth': 7; 'eta': 0.45; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.75; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5300859598853869
'min_child_weight': 1.0; 'n_estimators': 117.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8500000000000001; 'max_depth': 7; 'eta': 0.5; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.8; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5300859598853869
'min_child_weight': 1.0; 'n_estimators': 437.0; 'silent': 1; 'nthread': 6; 'gamma': 0.6000000000000001; 'max_depth': 9; 'eta': 0.5; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.55; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5300859598853869
'min_child_weight': 2.0; 'n_estimators': 230.0; 'silent': 1; 'nthread': 6; 'gamma': 0.9; 'max_depth': 9; 'eta': 0.47500000000000003; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.55; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5300859598853869
'min_child_weight': 1.0; 'n_estimators': 290.0; 'silent': 1; 'nthread': 6; 'gamma': 0.9500000000000001; 'max_depth': 8; 'eta': 0.42500000000000004; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.6000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5300859598853869
'min_child_weight': 1.0; 'n_estimators': 293.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8500000000000001; 'max_depth': 10; 'eta': 0.45; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.8; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5300859598853869
'min_child_weight': 1.0; 'n_estimators': 448.0; 'silent': 1; 'nthread': 6; 'gamma': 0.6000000000000001; 'max_depth': 12; 'eta': 0.5; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.55; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5291308500477555
'min_child_weight': 1.0; 'n_estimators': 427.0; 'silent': 1; 'nthread': 6; 'gamma': 0.55; 'max_depth': 11; 'eta': 0.5; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.6000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5291308500477555
'min_child_weight': 3.0; 'n_estimators': 101.0; 'silent': 1; 'nthread': 6; 'gamma': 0.65; 'max_depth': 9; 'eta': 0.35000000000000003; 'subsample': 0.7000000000000001; 'num_class': 5; 'colsample_bytree': 0.75; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5281757402101241
'min_child_weight': 4.0; 'n_estimators': 435.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8500000000000001; 'max_depth': 11; 'eta': 0.375; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.9; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5281757402101241
'min_child_weight': 1.0; 'n_estimators': 451.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8500000000000001; 'max_depth': 3; 'eta': 0.4; 'subsample': 0.6000000000000001; 'num_class': 5; 'colsample_bytree': 0.9; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5281757402101241
'min_child_weight': 3.0; 'n_estimators': 384.0; 'silent': 1; 'nthread': 6; 'gamma': 0.9500000000000001; 'max_depth': 10; 'eta': 0.375; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.9500000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5281757402101241
'min_child_weight': 1.0; 'n_estimators': 465.0; 'silent': 1; 'nthread': 6; 'gamma': 0.6000000000000001; 'max_depth': 4; 'eta': 0.47500000000000003; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.55; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5272206303724928
'min_child_weight': 1.0; 'n_estimators': 713.0; 'silent': 1; 'nthread': 6; 'gamma': 0.55; 'max_depth': 2; 'eta': 0.45; 'subsample': 0.65; 'num_class': 5; 'colsample_bytree': 0.55; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5272206303724928
'min_child_weight': 3.0; 'n_estimators': 224.0; 'silent': 1; 'nthread': 6; 'gamma': 0.7000000000000001; 'max_depth': 13; 'eta': 0.5; 'subsample': 0.65; 'num_class': 5; 'colsample_bytree': 0.8500000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5272206303724928
'min_child_weight': 5.0; 'n_estimators': 253.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8; 'max_depth': 11; 'eta': 0.45; 'subsample': 0.7000000000000001; 'num_class': 5; 'colsample_bytree': 0.5; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5272206303724928
'min_child_weight': 1.0; 'n_estimators': 360.0; 'silent': 1; 'nthread': 6; 'gamma': 0.5; 'max_depth': 4; 'eta': 0.45; 'subsample': 0.65; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5262655205348615
'min_child_weight': 2.0; 'n_estimators': 303.0; 'silent': 1; 'nthread': 6; 'gamma': 0.65; 'max_depth': 7; 'eta': 0.47500000000000003; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5262655205348615
'min_child_weight': 3.0; 'n_estimators': 686.0; 'silent': 1; 'nthread': 6; 'gamma': 0.75; 'max_depth': 11; 'eta': 0.42500000000000004; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.9500000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5262655205348615
'min_child_weight': 1.0; 'n_estimators': 325.0; 'silent': 1; 'nthread': 6; 'gamma': 0.65; 'max_depth': 11; 'eta': 0.42500000000000004; 'subsample': 1.0; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5253104106972302
'min_child_weight': 3.0; 'n_estimators': 185.0; 'silent': 1; 'nthread': 6; 'gamma': 0.75; 'max_depth': 9; 'eta': 0.375; 'subsample': 0.8; 'num_class': 5; 'colsample_bytree': 0.75; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5253104106972302
'min_child_weight': 1.0; 'n_estimators': 419.0; 'silent': 1; 'nthread': 6; 'gamma': 0.55; 'max_depth': 11; 'eta': 0.42500000000000004; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.6000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5253104106972302
'min_child_weight': 1.0; 'n_estimators': 551.0; 'silent': 1; 'nthread': 6; 'gamma': 0.9; 'max_depth': 2; 'eta': 0.5; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.8; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5253104106972302
'min_child_weight': 6.0; 'n_estimators': 217.0; 'silent': 1; 'nthread': 6; 'gamma': 0.7000000000000001; 'max_depth': 9; 'eta': 0.5; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.8500000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5253104106972302
'min_child_weight': 5.0; 'n_estimators': 308.0; 'silent': 1; 'nthread': 6; 'gamma': 0.75; 'max_depth': 3; 'eta': 0.375; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.8500000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5253104106972302
'min_child_weight': 1.0; 'n_estimators': 375.0; 'silent': 1; 'nthread': 6; 'gamma': 0.5; 'max_depth': 11; 'eta': 0.47500000000000003; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.55; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5243553008595988
'min_child_weight': 1.0; 'n_estimators': 214.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8500000000000001; 'max_depth': 9; 'eta': 0.5; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5243553008595988
'min_child_weight': 3.0; 'n_estimators': 526.0; 'silent': 1; 'nthread': 6; 'gamma': 0.7000000000000001; 'max_depth': 9; 'eta': 0.45; 'subsample': 0.6000000000000001; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5243553008595988
'min_child_weight': 2.0; 'n_estimators': 828.0; 'silent': 1; 'nthread': 6; 'gamma': 0.65; 'max_depth': 9; 'eta': 0.5; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.55; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5243553008595988
'min_child_weight': 1.0; 'n_estimators': 537.0; 'silent': 1; 'nthread': 6; 'gamma': 0.55; 'max_depth': 11; 'eta': 0.42500000000000004; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.6000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5234001910219676
'min_child_weight': 2.0; 'n_estimators': 186.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8500000000000001; 'max_depth': 10; 'eta': 0.47500000000000003; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.6000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5234001910219676
'min_child_weight': 4.0; 'n_estimators': 252.0; 'silent': 1; 'nthread': 6; 'gamma': 0.7000000000000001; 'max_depth': 12; 'eta': 0.47500000000000003; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.8; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5234001910219676
'min_child_weight': 2.0; 'n_estimators': 552.0; 'silent': 1; 'nthread': 6; 'gamma': 0.7000000000000001; 'max_depth': 4; 'eta': 0.42500000000000004; 'subsample': 0.6000000000000001; 'num_class': 5; 'colsample_bytree': 0.8500000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5224450811843362
'min_child_weight': 3.0; 'n_estimators': 222.0; 'silent': 1; 'nthread': 6; 'gamma': 0.9500000000000001; 'max_depth': 10; 'eta': 0.35000000000000003; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.8; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5214899713467048
'min_child_weight': 1.0; 'n_estimators': 562.0; 'silent': 1; 'nthread': 6; 'gamma': 0.6000000000000001; 'max_depth': 13; 'eta': 0.5; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.7000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5214899713467048
'min_child_weight': 2.0; 'n_estimators': 489.0; 'silent': 1; 'nthread': 6; 'gamma': 0.75; 'max_depth': 12; 'eta': 0.5; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5205348615090736
'min_child_weight': 1.0; 'n_estimators': 457.0; 'silent': 1; 'nthread': 6; 'gamma': 0.65; 'max_depth': 11; 'eta': 0.5; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.7000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5205348615090736
'min_child_weight': 1.0; 'n_estimators': 540.0; 'silent': 1; 'nthread': 6; 'gamma': 0.65; 'max_depth': 10; 'eta': 0.47500000000000003; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.6000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5205348615090736
'min_child_weight': 2.0; 'n_estimators': 203.0; 'silent': 1; 'nthread': 6; 'gamma': 1.0; 'max_depth': 9; 'eta': 0.42500000000000004; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.55; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5205348615090736
'min_child_weight': 1.0; 'n_estimators': 996.0; 'silent': 1; 'nthread': 6; 'gamma': 0.75; 'max_depth': 3; 'eta': 0.5; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.6000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5205348615090736
'min_child_weight': 5.0; 'n_estimators': 161.0; 'silent': 1; 'nthread': 6; 'gamma': 0.65; 'max_depth': 9; 'eta': 0.5; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.9; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5205348615090736
'min_child_weight': 5.0; 'n_estimators': 515.0; 'silent': 1; 'nthread': 6; 'gamma': 0.7000000000000001; 'max_depth': 9; 'eta': 0.375; 'subsample': 0.9; 'num_class': 5; 'colsample_bytree': 0.7000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5195797516714422
'min_child_weight': 1.0; 'n_estimators': 338.0; 'silent': 1; 'nthread': 6; 'gamma': 0.65; 'max_depth': 4; 'eta': 0.47500000000000003; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.55; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5195797516714422
'min_child_weight': 2.0; 'n_estimators': 362.0; 'silent': 1; 'nthread': 6; 'gamma': 0.9; 'max_depth': 12; 'eta': 0.47500000000000003; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5195797516714422
